Facility Code,Name of Institution,State,Country,Number of Trainees,Profit Status,Type of Payment,Tuition and Fees Cost,Number of payments
25005737,Abdill Career College,Oregon,,8,Private profit,School Tuition & Fees,"$57,464.00",40
25005704,Roadmaster Drivers School Of West Memphis,Arkansas,,85,Private profit,School Tuition & Fees,"$473,573.20",87
25005645,Champlain Valley Driver Training School,Vermont,,2,Private profit,School Tuition & Fees,"$9,547.50",2
25005630,Branford Hall Career Institute - North Brunswick,New Jersey,,7,Private profit,School Tuition & Fees,"$91,571.92",57
25005626,Bold Beauty Academy,Montana,,4,Private profit,School Tuition & Fees,"$34,680.00",4
25005616,Bellus Academy Llc,Kansas,,57,Private profit,School Tuition & Fees,"$775,779.59",63
25005544,Taylor Andrews Academy Of Hair Design,Utah,,2,Private profit,School Tuition & Fees,"$30,850.00",2
25005519,Northeast Technical Institute - Scarborough,Maine,,36,Private profit,School Tuition & Fees,"$360,815.51",41
25005516,Sidney'S Hairdressing College,Kansas,,1,Private profit,School Tuition & Fees,"$8,098.00",1
25005444,Paul Mitchell - The School - St. George,Utah,,1,Private profit,School Tuition & Fees,"$14,550.00",1
25005411,"Technology Center, Inc",Georgia,,18,Private profit,School Tuition & Fees,"$253,980.08",31
25005304,Arkansas Beauty School-Conway,Arkansas,,1,Private profit,School Tuition & Fees,"$2,736.00",1
25005230,H0-Ho-Kus Hackensack School Of Business And Medical Sciences,New Jersey,,2,Private profit,School Tuition & Fees,"$5,071.50",2
25005137,Everest Institute (Tigard),Oregon,,14,Private profit,School Tuition & Fees,"$89,209.49",63
25005126,Montana Horseman Saddle Building School,Montana,,3,Private profit,School Tuition & Fees,"$16,000.00",4
25005113,Midwest Horseshoeing School,Illinois,,2,Private profit,School Tuition & Fees,"$22,000.00",2
25005103,Conservatory Of Recording Arts & Sciences,Arizona,,76,Private profit,School Tuition & Fees,"$791,133.79",478
25005004,Arthurs Beauty College-Fort Smith,Arkansas,,1,Private profit,School Tuition & Fees,"$14,014.38",1
25005003,"Chandler Air Service, Inc.",Arizona,,4,Private profit,School Tuition & Fees,"$19,998.65",15
25004933,Carolina School Of Broadcasting,North Carolina,,4,Private profit,School Tuition & Fees,"$41,371.39",5
25004911,Daly'S Truck Driving School,Georgia,,51,Private profit,School Tuition & Fees,"$193,988.70",55
25004833,Charlotte Truck Driver Training School,North Carolina,,55,Private profit,School Tuition & Fees,"$216,134.21",58
25004826,Montana School Of Massage,Montana,,1,Private profit,School Tuition & Fees,"$6,419.00",1
25004626,Health Works Institute,Montana,,2,Private profit,School Tuition & Fees,"$18,317.00",2
25004604,New Tyler Barber College Inc,Arkansas,,2,Private profit,School Tuition & Fees,"$12,976.16",2
25004545,Advanced Welding Institute,Vermont,,3,Private profit,School Tuition & Fees,"$53,755.27",3
25004544,Avalon School Of Cosmetology,Utah,,6,Private profit,School Tuition & Fees,"$83,726.05",7
25004529,The Salter School Of Nursing And Allied Health,New Hampshire,,6,Private profit,School Tuition & Fees,"$32,371.93",7
25004519,New Hampshire Institute For Therapeutic Arts,Maine,,1,Private profit,School Tuition & Fees,"$11,237.12",1
25004507,Marinello School Of Beauty - Fairfield,Connecticut,,1,Private profit,School Tuition & Fees,"$3,900.00",1
25004504,Academy Of Salon And Spa,Arkansas,,4,Private profit,School Tuition & Fees,"$98,792.15",7
25004430,Prism Career Institute,New Jersey,,5,Private profit,School Tuition & Fees,"$76,555.62",9
25004426,Sage Technical Services - Missoula,Montana,,10,Private profit,School Tuition & Fees,"$39,689.46",10
25004407,Nirvana Salon,Connecticut,,1,Private profit,School Tuition & Fees,"$10,723.83",1
25004344,"Cornerstone Aviation, Inc.",Utah,,1,Private profit,School Tuition & Fees,$128.00,1
25004333,Brookstone College Of Business/Greensboro,North Carolina,,4,Private profit,School Tuition & Fees,"$10,766.85",14
25004244,Paul Mitchell-The School - Salt Lake City,Utah,,6,Private profit,School Tuition & Fees,"$79,168.48",6
25004237,Phagans' Grants Pass College Of Beauty,Oregon,,2,Private profit,School Tuition & Fees,"$28,293.50",3
25004233,Brookstone College Of Business/Charlotte,North Carolina,,2,Private profit,School Tuition & Fees,"$22,936.00",16
25004211,Southeast Lineman Training Center,Georgia,,46,Private profit,School Tuition & Fees,"$528,593.50",46
25004207,Harris School Of Business,Connecticut,,1,Private profit,School Tuition & Fees,$945.00,1
25004204,Paul Mitchell The School Arkansas,Arkansas,,2,Private profit,School Tuition & Fees,"$34,550.00",3
25004103,Tucson College,Arizona,,45,Private profit,School Tuition & Fees,"$386,987.47",240
25004044,Mt Nebo Training,Utah,,2,Private profit,School Tuition & Fees,"$11,250.00",3
25004037,Gorge Winds Aviation,Oregon,,1,Private profit,School Tuition & Fees,$160.00,1
25004030,Drake College Of Business-Elizabeth,New Jersey,,2,Private profit,School Tuition & Fees,"$20,810.22",2
25004011,Omnitech Institute,Georgia,,13,Private profit,School Tuition & Fees,"$148,583.33",15
25004007,Cehj Cosmetology&Barbering Academy,Connecticut,,2,Private profit,School Tuition & Fees,"$24,205.82",2
25003930,Helicopter Flight Services,New Jersey,,2,Private profit,School Tuition & Fees,"$9,151.05",4
25003926,Royal Tine Guide And Packer School,Montana,,4,Private profit,School Tuition & Fees,"$18,810.00",4
25003845,"Giroux General Transport, Inc.",Vermont,,5,Private profit,School Tuition & Fees,"$26,320.00",6
25003804,Touching America/Hot Springs School Of Massage,Arkansas,,1,Private profit,School Tuition & Fees,"$2,500.00",1
25003745,Wellness Massage Center & Institute,Vermont,,1,Private profit,School Tuition & Fees,"$2,989.21",1
25003737,United Bicycle Institute,Oregon,,22,Private profit,School Tuition & Fees,"$82,066.50",45
25003730,Ez Wheels Driving School,New Jersey,,7,Private profit,School Tuition & Fees,"$22,507.80",7
25003720,North American Trade Schools,Maryland,,58,Private profit,School Tuition & Fees,"$756,272.91",66
25003711,"Health Tech Of Georgia, Inc.",Georgia,,8,Private profit,School Tuition & Fees,"$7,487.70",22
25003633,Sherrills University Of Barbering & Cosmetology,North Carolina,,5,Private profit,School Tuition & Fees,"$36,416.76",8
25003630,Ez Wheels Driving School,New Jersey,,6,Private profit,School Tuition & Fees,"$22,494.00",6
25003619,Downeast School Of Massage,Maine,,1,Private profit,School Tuition & Fees,$975.00,1
25003608,Dawn Career Institute Inc,Delaware,,9,Private profit,School Tuition & Fees,"$109,139.15",11
25003437,Northwest College (Hillsboro),Oregon,,1,Private profit,School Tuition & Fees,"$14,408.00",1
25003307,Ace Cosmetology/Barber Training Center,Connecticut,,1,Private profit,School Tuition & Fees,"$9,703.70",1
25003303,Universal Technical Institute - Mmi Phoenix,Arizona,,725,Private profit,School Tuition & Fees,"$8,879,399.39","9,152"
25003233,Alliance Tractor-Trailer Training Center,North Carolina,,6,Private profit,School Tuition & Fees,"$21,527.43",6
25003208,Hair Academy Barber Styling School,Delaware,,5,Private profit,School Tuition & Fees,"$17,271.08",5
25003140,Patch Training,South Carolina,,1,Private profit,School Tuition & Fees,$624.60,2
25003120,L'Academie De Cuisine,Maryland,,6,Private profit,School Tuition & Fees,"$99,831.22",6
25003112,Idaho Center Of Emergency Medical Training,Idaho,,1,Private profit,School Tuition & Fees,"$1,900.00",1
25003026,Rocky Mountain School Of Photography,Montana,,6,Private profit,School Tuition & Fees,"$46,108.31",9
25003011,Jo-Thor'S Dog Trainers' Academy,Georgia,,5,Private profit,School Tuition & Fees,"$56,089.95",6
25003007,Ridley-Lowell Danbury Campus,Connecticut,,4,Private profit,School Tuition & Fees,"$42,947.88",29
25002927,Midwest Dental Assistants School,Nebraska,,4,Private profit,School Tuition & Fees,"$19,950.00",5
25002926,Sage Technical Services - Billings,Montana,,7,Private profit,School Tuition & Fees,"$28,426.50",7
25002911,Aviation Institute Of Maintenance,Georgia,,151,Private profit,School Tuition & Fees,"$1,767,871.90","1,345"
25002907,Marinello School Of Beauty- Enfield,Connecticut,,2,Private profit,School Tuition & Fees,"$30,640.00",8
25002827,College Of Hair Design - East Campus,Nebraska,,1,Private profit,School Tuition & Fees,"$9,879.00",1
25002808,"Schilling Douglas School Of Hair Design, Llc",Delaware,,1,Private profit,School Tuition & Fees,"$7,549.00",1
25002744,New Horizons Computer Learning Center,Utah,,15,Private profit,School Tuition & Fees,"$126,646.31",50
25002707,New England Tractor Trailer Training School Of Ct - Bridgeport,Connecticut,,26,Private profit,School Tuition & Fees,"$211,388.10",27
25002644,"Roadmaster Drivers School Of Salt Lake City, Inc.",Utah,,32,Private profit,School Tuition & Fees,"$148,242.17",81
25002640,American College Of The Building Arts,South Carolina,,6,Private profit,School Tuition & Fees,"$78,115.14",10
25002630,Lincoln Technical Institute - Mahwah,New Jersey,,31,Private profit,School Tuition & Fees,"$337,851.20",83
25002540,Construction Training Center,South Carolina,,15,Private profit,School Tuition & Fees,"$156,653.02",18
25002527,Butler Professional Farrier School,Nebraska,,1,Private profit,School Tuition & Fees,"$5,950.00",1
25002507,Connecticut Center For Massage Therapy,Connecticut,,12,Private profit,School Tuition & Fees,"$54,720.95",23
25002445,Northeast Driver Training School Llc,Vermont,,3,Private profit,School Tuition & Fees,"$15,000.00",3
25002440,Dc Training,South Carolina,,13,Private profit,School Tuition & Fees,"$43,845.00",14
25002437,Precision Aviation Training Llc,Oregon,,1,Private profit,School Tuition & Fees,"$4,388.18",1
25002434,Northern Industrial Training,North Dakota,,1,Private profit,School Tuition & Fees,"$6,500.00",1
25002420,Washington School Of Photography Ch 31 Only,Maryland,,1,Private profit,School Tuition & Fees,"$1,295.00",3
25002411,Georgia Institute Of Cosmetology,Georgia,,6,Private profit,School Tuition & Fees,"$93,821.61",7
25002350,"Rocky Mountain Academy Of Hair, Skin, And Nails",Wyoming,,2,Private profit,School Tuition & Fees,"$14,744.20",3
25002328,Nevada Career Institute,Nevada,,5,Private profit,School Tuition & Fees,"$45,159.06",37
25002327,Xenon International Academy - Grand Island,Nebraska,,1,Private profit,School Tuition & Fees,"$14,440.35",1
25002311,New Horizons Clc Atlanta,Georgia,,35,Private profit,School Tuition & Fees,"$169,553.54",84
25002234,Lynnes Welding Training Inc,North Dakota,,6,Private profit,School Tuition & Fees,"$60,252.50",6
25002229,Nh New Hampshire Llc; Dba New Horizons Computer Learning Center,New Hampshire,,1,Private profit,School Tuition & Fees,"$4,150.00",1
25002227,Capitol School Of Hairstyling And Esthetics,Nebraska,,7,Private profit,School Tuition & Fees,"$92,905.53",8
25002211,"Georgia Driving Academy, Inc.",Georgia,,128,Private profit,School Tuition & Fees,"$454,654.58",129
25002144,"Echelon Edge Academy Of Hair, Skin & Nails",Utah,,2,Private profit,School Tuition & Fees,"$11,740.87",2
25002111,"Rivertown School Of Beauty, Barber, Skin Care & Nails",Georgia,,34,Private profit,School Tuition & Fees,"$316,990.76",36
25002040,"Truck Driver Institute, Inc",South Carolina,,16,Private profit,School Tuition & Fees,"$88,936.01",17
25002038,National Massage Therapy Institute,Pennsylvania,,5,Private profit,School Tuition & Fees,"$63,665.47",5
25002034,Salon Professional Academy,North Dakota,,1,Private profit,School Tuition & Fees,"$8,712.50",1
25002011,"Rescue Training, Inc.",Georgia,,25,Private profit,School Tuition & Fees,"$97,380.00",27
25002003,Cortiva Institute - Tucson,Arizona,,9,Private profit,School Tuition & Fees,"$78,483.24",34
25001940,Arc Labs Columbia,South Carolina,,24,Private profit,School Tuition & Fees,"$303,992.09",26
25001937,Institute Of Technology - Salem,Oregon,,17,Private profit,School Tuition & Fees,"$139,982.76",65
25001934,"Community Ambulance Service Of Minot, Inc",North Dakota,,1,Private profit,School Tuition & Fees,$875.00,2
25001930,Smith And Solomon Driver Training School - Bellmawr,New Jersey,,13,Private profit,School Tuition & Fees,"$47,247.65",13
25001920,Broadcasting Institute Of Maryland Incorporated,Maryland,,3,Private profit,School Tuition & Fees,"$27,565.94",3
25001850,Wings Of Wyoming,Wyoming,,1,Private profit,School Tuition & Fees,"$3,344.19",4
25001848,"O V Truck Driver Training School, Llc",West Virginia,,2,Private profit,School Tuition & Fees,"$8,238.00",2
25001830,Smith & Solomon Driver Training,New Jersey,,11,Private profit,School Tuition & Fees,"$41,138.87",11
25001826,Hubbard'S Guide Academy,Montana,,1,Private profit,School Tuition & Fees,"$1,500.00",1
25001811,Beauty College Of America,Georgia,,1,Private profit,School Tuition & Fees,"$6,285.00",1
25001803,Arizona School Of Polygraph Science,Arizona,,1,Private profit,School Tuition & Fees,"$3,500.00",1
25001740,Training Concepts,South Carolina,,41,Private profit,School Tuition & Fees,"$263,569.64",104
25001737,Roseburg Beauty College,Oregon,,1,Private profit,School Tuition & Fees,"$15,750.00",1
25001726,Altered Skin Llc,Montana,,1,Private profit,School Tuition & Fees,"$6,400.00",1
25001703,Tower Crane School Of Phoenix,Arizona,,16,Private profit,School Tuition & Fees,"$139,277.50",17
25001650,Sage Technical Services - Cheyenne,Wyoming,,14,Private profit,School Tuition & Fees,"$58,730.95",14
25001648,Pia Weirton,West Virginia,,2,Private profit,School Tuition & Fees,"$15,327.50",3
25001637,Ashland Institute Of Massage,Oregon,,1,Private profit,School Tuition & Fees,"$8,600.00",1
25001628,Academy Of Hair Design,Nevada,,5,Private profit,School Tuition & Fees,"$45,535.02",5
25001626,Yellowstone Institute Of Massage Therapy,Montana,,1,Private profit,School Tuition & Fees,"$5,525.00",1
25001611,"Truck Driver Institute, Inc",Georgia,,27,Private profit,School Tuition & Fees,"$132,164.50",27
25001603,Roberto-Venn School Of Luthiery,Arizona,,8,Private profit,School Tuition & Fees,"$87,724.00",8
25001540,Arc Labs Piedmont,South Carolina,,9,Private profit,School Tuition & Fees,"$156,911.82",11
25001530,American Institute,New Jersey,,1,Private profit,School Tuition & Fees,"$18,020.00",1
25001527,New Horizons Clc  Of Omaha,Nebraska,,2,Private profit,School Tuition & Fees,"$5,600.00",2
25001516,Z Hair Academy-Lawrence,Kansas,,2,Private profit,School Tuition & Fees,"$29,402.21",3
25001427,1staff Training & Development,Nebraska,,3,Private profit,School Tuition & Fees,"$10,385.00",5
25001426,Montana Beauty College,Montana,,1,Private profit,School Tuition & Fees,"$8,737.80",1
25001348,Art & Science Institute Of Cosmetology And Massage Therapy,West Virginia,,1,Private profit,School Tuition & Fees,"$9,570.00",1
25001327,"Jtl Truck Driving Training, Inc.",Nebraska,,28,Private profit,School Tuition & Fees,"$97,906.89",28
25001311,First Step Health Agency,Georgia,,4,Private profit,School Tuition & Fees,"$5,835.60",6
25001307,Porter And Chester Institute - Watertown,Connecticut,,14,Private profit,School Tuition & Fees,"$148,737.22",28
25001250,Cheeks International Academy Of Beauty Culture,Wyoming,,2,Private profit,School Tuition & Fees,"$30,700.46",2
25001240,Southeastern Institute Columbia,South Carolina,,25,Private profit,School Tuition & Fees,"$176,370.94",132
25001226,Timberland Taxidermy,Montana,,1,Private profit,School Tuition & Fees,"$12,530.00",1
25001207,Porter And Chester Institute - Stratford,Connecticut,,42,Private profit,School Tuition & Fees,"$470,789.20",84
25001140,Southeastern Institute (North Charleston),South Carolina,,17,Private profit,School Tuition & Fees,"$105,923.40",77
25001107,Porter And Chester Institute - Enfield,Connecticut,,11,Private profit,School Tuition & Fees,"$135,848.10",25
25001038,"Dcs School Of Driving, Llc",Pennsylvania,,4,Private profit,School Tuition & Fees,"$20,000.00",4
25001030,Jolie Health And Beauty Academy,New Jersey,,1,Private profit,School Tuition & Fees,"$9,112.00",1
